datetime,Governorate,lat,lon,PM10,PM2_5,Nitrogen_Dioxide,Sulphur_Dioxide,Carbon_Monoxide,AQI_Level,date,hour,month,year,quarter,day_of_week,is_weekend,time_bucket,season,aqi_label,health_alert,pm25_exceeds_who,pollution_solar_penalty_pct
2012-04-02,Beheira,30.75,30.75,45.79124,31.186062,5.287315,8.893494,246.0501,4,2012-04-02,0,4,2012,2,0,0,Late Night,Spring,Poor,1,1,4.68
2012-05-02,Beheira,30.75,30.75,50.845642,34.27215,4.132257,7.866447,240.73665,4,2012-05-02,0,5,2012,2,2,0,Late Night,Spring,Poor,1,1,5.14
2012-06-02,Beheira,30.75,30.75,95.45386,68.68169,23.624676,15.43458,433.47702,5,2012-06-02,0,6,2012,2,5,1,Late Night,Summer,Very Poor,1,1,10.3
2012-07-02,Beheira,30.75,30.75,395.6966,218.59563,1.6001381,2.1623237,163.32104,5,2012-07-02,0,7,2012,3,0,0,Late Night,Summer,Very Poor,1,1,30.0
2012-08-02,Beheira,30.75,30.75,154.32602,95.59232,2.2664282,2.2412224,154.546,5,2012-08-02,0,8,2012,3,3,0,Late Night,Summer,Very Poor,1,1,14.34
2012-09-02,Beheira,30.75,30.75,69.36841,40.53237,0.7483678,1.706951,143.41316,4,2012-09-02,0,9,2012,3,6,1,Late Night,Autumn,Poor,1,1,6.08
2012-10-02,Beheira,30.75,30.75,64.11653,35.912537,1.2667087,1.390049,138.92148,4,2012-10-02,0,10,2012,4,1,0,Late Night,Autumn,Poor,1,1,5.39
2012-11-02,Beheira,30.75,30.75,49.182175,32.851746,3.606121,4.116259,200.1755,4,2012-11-02,0,11,2012,4,4,0,Late Night,Autumn,Poor,1,1,4.93
2012-12-02,Beheira,30.75,30.75,85.22994,58.110176,8.339735,14.708803,312.99396,5,2012-12-02,0,12,2012,4,6,1,Late Night,Winter,Very Poor,1,1,8.72
2012-01-03,Beheira,30.75,30.75,89.30022,56.312843,3.7028897,3.5614676,176.02074,5,2012-01-03,0,1,2012,1,1,0,Late Night,Winter,Very Poor,1,1,8.45
2012-02-03,Beheira,30.75,30.75,33.56274,22.19258,1.2638595,1.6218565,161.06615,3,2012-02-03,0,2,2012,1,4,0,Late Night,Winter,Moderate,0,1,3.33
2012-03-03,Beheira,30.75,30.75,23.142889,16.231241,1.6611879,1.9265372,157.28108,2,2012-03-03,0,3,2012,1,5,1,Late Night,Spring,Fair,0,1,2.43
2012-04-03,Beheira,30.75,30.75,24.636051,17.075592,1.5395287,1.6836452,139.57367,2,2012-04-03,0,4,2012,2,1,0,Late Night,Spring,Fair,0,1,2.56
2012-05-03,Beheira,30.75,30.75,40.57449,27.62613,3.505707,4.802814,225.23221,4,2012-05-03,0,5,2012,2,3,0,Late Night,Spring,Poor,1,1,4.14
2012-06-03,Beheira,30.75,30.75,39.3548,24.355814,1.4734341,3.0311754,178.75082,3,2012-06-03,0,6,2012,2,6,1,Late Night,Summer,Moderate,0,1,3.65
2012-07-03,Beheira,30.75,30.75,43.886986,30.12218,2.6520894,4.36421,200.63776,4,2012-07-03,0,7,2012,3,1,0,Late Night,Summer,Poor,1,1,4.52
2012-08-03,Beheira,30.75,30.75,17.79108,12.450357,1.9662168,4.076469,170.7996,2,2012-08-03,0,8,2012,3,4,0,Late Night,Summer,Fair,0,0,1.87
2012-09-03,Beheira,30.75,30.75,28.852695,20.628534,2.2782872,3.75735,171.83273,3,2012-09-03,0,9,2012,3,0,0,Late Night,Autumn,Moderate,0,1,3.09
2012-10-03,Beheira,30.75,30.75,75.01808,51.854782,2.5611541,6.4914618,184.58176,5,2012-10-03,0,10,2012,4,2,0,Late Night,Autumn,Very Poor,1,1,7.78
2012-11-03,Beheira,30.75,30.75,74.80332,52.993526,7.3029113,12.162445,283.70227,5,2012-11-03,0,11,2012,4,5,1,Late Night,Autumn,Very Poor,1,1,7.95
2012-12-03,Beheira,30.75,30.75,410.0188,209.17441,1.3627955,1.534886,148.89655,5,2012-12-03,0,12,2012,4,0,0,Late Night,Winter,Very Poor,1,1,30.0
2012-01-04,Beheira,30.75,30.75,98.558754,59.067703,2.237651,4.873186,171.09428,5,2012-01-04,0,1,2012,1,2,0,Late Night,Winter,Very Poor,1,1,8.86
2012-02-04,Beheira,30.75,30.75,25.128656,16.67263,1.2776227,4.150138,171.04948,2,2012-02-04,0,2,2012,1,5,1,Late Night,Winter,Fair,0,1,2.5
2012-03-04,Beheira,30.75,30.75,45.193474,32.368916,2.5781717,5.3744316,177.01425,4,2012-03-04,0,3,2012,1,6,1,Late Night,Spring,Poor,1,1,4.86
2012-04-04,Beheira,30.75,30.75,49.42217,36.216988,2.1085882,5.13603,168.2502,4,2012-04-04,0,4,2012,2,2,0,Late Night,Spring,Poor,1,1,5.43
2012-05-04,Beheira,30.75,30.75,38.40097,27.272392,4.4727488,7.351673,200.25357,4,2012-05-04,0,5,2012,2,4,0,Late Night,Spring,Poor,1,1,4.09
2012-06-04,Beheira,30.75,30.75,53.252167,32.854244,4.205812,5.622496,195.35655,4,2012-06-04,0,6,2012,2,0,0,Late Night,Summer,Poor,1,1,4.93
2012-07-04,Beheira,30.75,30.75,69.23347,43.598335,2.394475,3.3371634,148.06775,4,2012-07-04,0,7,2012,3,2,0,Late Night,Summer,Poor,1,1,6.54
2012-08-04,Beheira,30.75,30.75,54.617886,35.161747,2.1802394,5.845095,198.13072,4,2012-08-04,0,8,2012,3,5,1,Late Night,Summer,Poor,1,1,5.27
2012-09-04,Beheira,30.75,30.75,23.195753,14.437887,1.635587,3.758089,138.5162,2,2012-09-04,0,9,2012,3,1,0,Late Night,Autumn,Fair,0,0,2.17
2012-10-04,Beheira,30.75,30.75,73.09609,39.95251,1.2128496,2.80761,155.01123,4,2012-10-04,0,10,2012,4,3,0,Late Night,Autumn,Poor,1,1,5.99
2012-11-04,Beheira,30.75,30.75,34.506454,19.84006,0.9036072,2.140837,150.33794,2,2012-11-04,0,11,2012,4,6,1,Late Night,Autumn,Fair,0,1,2.98
2012-12-04,Beheira,30.75,30.75,20.070274,14.066359,2.2866075,5.307584,190.84955,2,2012-12-04,0,12,2012,4,1,0,Late Night,Winter,Fair,0,0,2.11
2012-01-05,Beheira,30.75,30.75,11.769544,6.1136236,1.7020867,4.742674,149.72885,1,2012-01-05,0,1,2012,1,3,0,Late Night,Winter,Good,0,0,0.92
2012-02-05,Beheira,30.75,30.75,42.34289,25.815098,1.583625,3.8990037,148.32675,4,2012-02-05,0,2,2012,1,6,1,Late Night,Winter,Poor,1,1,3.87
2012-03-05,Beheira,30.75,30.75,58.26314,38.235043,1.5363241,3.3894594,144.68974,4,2012-03-05,0,3,2012,1,0,0,Late Night,Spring,Poor,1,1,5.74
2012-04-05,Beheira,30.75,30.75,34.889637,22.764538,1.7433906,3.4040682,152.41048,3,2012-04-05,0,4,2012,2,3,0,Late Night,Spring,Moderate,0,1,3.41
2012-05-05,Beheira,30.75,30.75,36.971413,23.33968,2.708741,3.858247,145.76595,3,2012-05-05,0,5,2012,2,5,1,Late Night,Spring,Moderate,0,1,3.5
2012-06-05,Beheira,30.75,30.75,30.489674,19.477057,1.6714054,3.983928,139.31581,2,2012-06-05,0,6,2012,2,1,0,Late Night,Summer,Fair,0,1,2.92
2012-07-05,Beheira,30.75,30.75,34.774075,24.062273,2.3955054,5.3972826,164.47473,3,2012-07-05,0,7,2012,3,3,0,Late Night,Summer,Moderate,0,1,3.61
2012-08-05,Beheira,30.75,30.75,41.50047,29.193188,1.9323452,5.300933,161.24286,4,2012-08-05,0,8,2012,3,6,1,Late Night,Summer,Poor,1,1,4.38
2012-09-05,Beheira,30.75,30.75,43.29422,30.7773,1.739177,4.492563,153.3822,4,2012-09-05,0,9,2012,3,2,0,Late Night,Autumn,Poor,1,1,4.62
2012-10-05,Beheira,30.75,30.75,20.772177,14.779061,1.4093288,3.1143372,130.52835,2,2012-10-05,0,10,2012,4,4,0,Late Night,Autumn,Fair,0,0,2.22
2012-11-05,Beheira,30.75,30.75,34.75088,22.47657,1.3832946,3.823459,145.15707,3,2012-11-05,0,11,2012,4,0,0,Late Night,Autumn,Moderate,0,1,3.37
2012-12-05,Beheira,30.75,30.75,53.314808,32.85322,2.4205875,5.4709516,165.00375,4,2012-12-05,0,12,2012,4,2,0,Late Night,Winter,Poor,1,1,4.93
2012-01-06,Beheira,30.75,30.75,42.20442,26.578732,1.3345798,4.0645885,147.17305,4,2012-01-06,0,1,2012,1,4,0,Late Night,Winter,Poor,1,1,3.99
2012-02-06,Beheira,30.75,30.75,38.845882,26.301222,1.543721,4.7656956,146.83475,4,2012-02-06,0,2,2012,1,0,0,Late Night,Winter,Poor,1,1,3.95
2012-03-06,Beheira,30.75,30.75,47.30896,33.23703,1.7407118,4.550145,137.97643,4,2012-03-06,0,3,2012,1,1,0,Late Night,Spring,Poor,1,1,4.99
2012-04-06,Beheira,30.75,30.75,32.837307,20.995117,1.3893555,3.5765312,129.23703,3,2012-04-06,0,4,2012,2,4,0,Late Night,Spring,Moderate,0,1,3.15
2012-05-06,Beheira,30.75,30.75,25.34,16.4639,1.8654902,4.2480793,153.31046,2,2012-05-06,0,5,2012,2,6,1,Late Night,Spring,Fair,0,1,2.47
2012-06-06,Beheira,30.75,30.75,19.92953,13.044428,2.7129474,4.9512324,164.16846,2,2012-06-06,0,6,2012,2,2,0,Late Night,Summer,Fair,0,0,1.96
2012-07-06,Beheira,30.75,30.75,45.47519,27.762781,1.7612891,4.463004,147.57951,4,2012-07-06,0,7,2012,3,4,0,Late Night,Summer,Poor,1,1,4.16
2012-08-06,Beheira,30.75,30.75,33.936886,24.154133,1.5744164,4.2678037,134.16508,3,2012-08-06,0,8,2012,3,0,0,Late Night,Summer,Moderate,0,1,3.62
2012-09-06,Beheira,30.75,30.75,42.3222,30.07699,1.2965444,5.247955,149.66261,4,2012-09-06,0,9,2012,3,3,0,Late Night,Autumn,Poor,1,1,4.51
2012-10-06,Beheira,30.75,30.75,13.734848,9.899963,2.1759477,5.4104705,156.43979,1,2012-10-06,0,10,2012,4,5,1,Late Night,Autumn,Good,0,0,1.48
2012-11-06,Beheira,30.75,30.75,28.338036,20.388483,1.5088546,3.9592009,138.07065,3,2012-11-06,0,11,2012,4,1,0,Late Night,Autumn,Moderate,0,1,3.06
2012-12-06,Beheira,30.75,30.75,23.290794,16.206514,1.815134,4.1037536,128.49571,2,2012-12-06,0,12,2012,4,3,0,Late Night,Winter,Fair,0,1,2.43
2012-01-07,Beheira,30.75,30.75,23.494522,16.82224,1.8676573,4.6520085,140.57611,2,2012-01-07,0,1,2012,1,5,1,Late Night,Winter,Fair,0,1,2.52
2012-02-07,Beheira,30.75,30.75,35.3607,24.938572,1.493656,3.772584,121.43823,3,2012-02-07,0,2,2012,1,1,0,Late Night,Winter,Moderate,0,1,3.74
2012-03-07,Beheira,30.75,30.75,40.141685,28.35111,1.4344679,3.6296797,125.767654,4,2012-03-07,0,3,2012,1,2,0,Late Night,Spring,Poor,1,1,4.25
2012-04-07,Beheira,30.75,30.75,22.31377,15.738692,1.3940521,3.441187,127.52967,2,2012-04-07,0,4,2012,2,5,1,Late Night,Spring,Fair,0,1,2.36
2012-05-07,Beheira,30.75,30.75,19.980234,14.118086,1.7112243,3.4991102,118.96646,2,2012-05-07,0,5,2012,2,0,0,Late Night,Spring,Fair,0,0,2.12
2012-06-07,Beheira,30.75,30.75,25.203463,17.820412,1.7113096,3.7150016,120.73906,2,2012-06-07,0,6,2012,2,3,0,Late Night,Summer,Fair,0,1,2.67
2012-07-07,Beheira,30.75,30.75,27.593388,20.67918,1.8279238,3.4946766,130.1851,3,2012-07-07,0,7,2012,3,5,1,Late Night,Summer,Moderate,0,1,3.1
2012-08-07,Beheira,30.75,30.75,21.746017,15.339765,1.489606,3.2069352,121.20114,2,2012-08-07,0,8,2012,3,1,0,Late Night,Summer,Fair,0,1,2.3
2012-09-07,Beheira,30.75,30.75,52.071754,34.678123,1.5763917,3.6241658,160.92943,4,2012-09-07,0,9,2012,3,4,0,Late Night,Autumn,Poor,1,1,5.2
2012-10-07,Beheira,30.75,30.75,41.96181,29.6086,2.052853,4.0911345,161.79059,4,2012-10-07,0,10,2012,4,6,1,Late Night,Autumn,Poor,1,1,4.44
2012-11-07,Beheira,30.75,30.75,42.636204,30.854609,1.9279114,4.4435067,158.90657,4,2012-11-07,0,11,2012,4,2,0,Late Night,Autumn,Poor,1,1,4.63
2012-12-07,Beheira,30.75,30.75,43.226917,30.700449,2.4300945,4.455103,166.42085,4,2012-12-07,0,12,2012,4,4,0,Late Night,Winter,Poor,1,1,4.61
2012-01-08,Beheira,30.75,30.75,20.918833,14.905254,1.75326,2.7094417,141.06818,2,2012-01-08,0,1,2012,1,6,1,Late Night,Winter,Fair,0,0,2.24
2012-02-08,Beheira,30.75,30.75,19.497974,13.921636,1.550869,2.7378063,139.25089,2,2012-02-08,0,2,2012,1,2,0,Late Night,Winter,Fair,0,0,2.09
2012-03-08,Beheira,30.75,30.75,23.043867,16.32816,1.3131498,3.1851072,139.08905,2,2012-03-08,0,3,2012,1,3,0,Late Night,Spring,Fair,0,1,2.45
2012-04-08,Beheira,30.75,30.75,17.124876,12.052397,1.0973153,2.730758,137.54385,2,2012-04-08,0,4,2012,2,6,1,Late Night,Spring,Fair,0,0,1.81
2012-05-08,Beheira,30.75,30.75,22.344921,15.839078,1.1668917,2.886111,137.24078,2,2012-05-08,0,5,2012,2,1,0,Late Night,Spring,Fair,0,1,2.38
2012-06-08,Beheira,30.75,30.75,19.292883,13.870249,1.9447654,3.8236864,140.48055,2,2012-06-08,0,6,2012,2,4,0,Late Night,Summer,Fair,0,0,2.08
2012-07-08,Beheira,30.75,30.75,24.671864,17.93933,1.8899684,4.08437,142.14226,2,2012-07-08,0,7,2012,3,6,1,Late Night,Summer,Fair,0,1,2.69
2012-08-08,Beheira,30.75,30.75,18.977516,13.733825,2.0817866,4.0213876,145.76428,2,2012-08-08,0,8,2012,3,2,0,Late Night,Summer,Fair,0,0,2.06
2012-09-08,Beheira,30.75,30.75,18.402716,13.190856,2.2347238,3.610751,143.96046,2,2012-09-08,0,9,2012,3,5,1,Late Night,Autumn,Fair,0,0,1.98
2012-10-08,Beheira,30.75,30.75,30.784576,22.00204,1.6319703,3.8517802,160.36806,3,2012-10-08,0,10,2012,4,0,0,Late Night,Autumn,Moderate,0,1,3.3
2012-11-08,Beheira,30.75,30.75,33.414837,23.921757,1.8527999,3.1850505,150.7496,3,2012-11-08,0,11,2012,4,3,0,Late Night,Autumn,Moderate,0,1,3.59
2012-12-08,Beheira,30.75,30.75,34.729736,25.188229,1.6956633,3.9474344,155.6247,4,2012-12-08,0,12,2012,4,5,1,Late Night,Winter,Poor,1,1,3.78
2012-01-09,Beheira,30.75,30.75,14.733814,10.303893,1.55774,3.3338666,153.53484,2,2012-01-09,0,1,2012,1,0,0,Late Night,Winter,Fair,0,0,1.55
2012-02-09,Beheira,30.75,30.75,24.552492,17.121124,1.7737023,4.462663,162.11092,2,2012-02-09,0,2,2012,1,3,0,Late Night,Winter,Fair,0,1,2.57
2012-03-09,Beheira,30.75,30.75,17.022102,11.787506,1.7074442,3.739558,139.54535,2,2012-03-09,0,3,2012,1,4,0,Late Night,Spring,Fair,0,0,1.77
2012-04-09,Beheira,30.75,30.75,33.626293,23.587746,1.8049307,4.2814465,145.45651,3,2012-04-09,0,4,2012,2,0,0,Late Night,Spring,Moderate,0,1,3.54
2012-05-09,Beheira,30.75,30.75,22.504992,15.869318,1.4073393,3.4344795,135.17007,2,2012-05-09,0,5,2012,2,2,0,Late Night,Spring,Fair,0,1,2.38
2012-06-09,Beheira,30.75,30.75,29.39828,21.07572,1.5125281,3.6960158,138.51535,3,2012-06-09,0,6,2012,2,5,1,Late Night,Summer,Moderate,0,1,3.16
2012-07-09,Beheira,30.75,30.75,25.13707,15.036675,1.2865897,3.0883029,131.16852,2,2012-07-09,0,7,2012,3,0,0,Late Night,Summer,Fair,0,1,2.26
2012-08-09,Beheira,30.75,30.75,22.968266,16.145918,1.2890909,2.7587247,134.15407,2,2012-08-09,0,8,2012,3,3,0,Late Night,Summer,Fair,0,1,2.42
2012-09-09,Beheira,30.75,30.75,28.263912,20.043217,1.3593351,2.9094167,146.5402,3,2012-09-09,0,9,2012,3,6,1,Late Night,Autumn,Moderate,0,1,3.01
2012-10-09,Beheira,30.75,30.75,29.41306,20.8031,1.4907855,4.057938,150.38448,3,2012-10-09,0,10,2012,4,1,0,Late Night,Autumn,Moderate,0,1,3.12
2012-11-09,Beheira,30.75,30.75,35.751896,25.274971,1.2423229,3.3435867,133.62439,4,2012-11-09,0,11,2012,4,4,0,Late Night,Autumn,Poor,1,1,3.79
2012-12-09,Beheira,30.75,30.75,22.102654,15.60295,1.5110075,2.865079,124.35007,2,2012-12-09,0,12,2012,4,6,1,Late Night,Winter,Fair,0,1,2.34
2012-01-10,Beheira,30.75,30.75,70.417625,51.142708,1.7458277,5.225729,159.29097,5,2012-01-10,0,1,2012,1,1,0,Late Night,Winter,Very Poor,1,1,7.67
2012-02-10,Beheira,30.75,30.75,40.826195,29.246052,1.3277017,3.7400126,138.2742,4,2012-02-10,0,2,2012,1,4,0,Late Night,Winter,Poor,1,1,4.39
2012-03-10,Beheira,30.75,30.75,43.90631,30.593014,1.2231596,3.9532325,157.1233,4,2012-03-10,0,3,2012,1,5,1,Late Night,Spring,Poor,1,1,4.59
2012-04-10,Beheira,30.75,30.75,41.972954,28.245836,1.433132,3.987452,131.68047,4,2012-04-10,0,4,2012,2,1,0,Late Night,Spring,Poor,1,1,4.24
2012-05-10,Beheira,30.75,30.75,18.217405,12.941882,1.0268437,2.0037305,108.74619,2,2012-05-10,0,5,2012,2,3,0,Late Night,Spring,Fair,0,0,1.94
2012-06-10,Beheira,30.75,30.75,32.73158,23.693474,1.2581111,2.6433895,124.00828,3,2012-06-10,0,6,2012,2,6,1,Late Night,Summer,Moderate,0,1,3.55
2012-07-10,Beheira,30.75,30.75,33.64289,25.191185,1.2758961,2.6009276,118.68351,4,2012-07-10,0,7,2012,3,1,0,Late Night,Summer,Poor,1,1,3.78
2012-08-10,Beheira,30.75,30.75,34.963932,25.93265,1.3750523,2.7447414,115.33692,4,2012-08-10,0,8,2012,3,4,0,Late Night,Summer,Poor,1,1,3.89
2012-09-10,Beheira,30.75,30.75,18.646688,13.148792,1.1985321,2.410502,111.861015,2,2012-09-10,0,9,2012,3,0,0,Late Night,Autumn,Fair,0,0,1.97
2012-10-10,Beheira,30.75,30.75,35.48564,22.55547,1.2149243,2.6716976,123.52271,3,2012-10-10,0,10,2012,4,2,0,Late Night,Autumn,Moderate,0,1,3.38
2012-11-10,Beheira,30.75,30.75,15.375008,10.750768,1.0977559,1.925855,111.60421,2,2012-11-10,0,11,2012,4,5,1,Late Night,Autumn,Fair,0,0,1.61
2012-12-10,Beheira,30.75,30.75,28.753675,20.408947,2.1814828,3.7629206,146.50433,3,2012-12-10,0,12,2012,4,0,0,Late Night,Winter,Moderate,0,1,3.06
2012-01-11,Beheira,30.75,30.75,43.425983,29.463423,6.533891,9.38303,218.55464,4,2012-01-11,0,1,2012,1,2,0,Late Night,Winter,Poor,1,1,4.42
2012-02-11,Beheira,30.75,30.75,52.57175,35.52327,6.9683523,9.88814,249.63828,4,2012-02-11,0,2,2012,1,5,1,Late Night,Winter,Poor,1,1,5.33
2012-03-11,Beheira,30.75,30.75,38.658073,26.2188,4.66208,9.250812,180.63225,4,2012-03-11,0,3,2012,1,6,1,Late Night,Spring,Poor,1,1,3.93
2012-04-11,Beheira,30.75,30.75,40.538624,26.501993,2.182236,4.1425776,115.96576,4,2012-04-11,0,4,2012,2,2,0,Late Night,Spring,Poor,1,1,3.98
2012-05-11,Beheira,30.75,30.75,43.34265,29.893272,2.89226,4.922754,143.26111,4,2012-05-11,0,5,2012,2,4,0,Late Night,Spring,Poor,1,1,4.48
2012-06-11,Beheira,30.75,30.75,23.92153,16.272907,2.3966706,3.6761775,130.22426,2,2012-06-11,0,6,2012,2,0,0,Late Night,Summer,Fair,0,1,2.44
2012-07-11,Beheira,30.75,30.75,44.404713,29.481499,2.5414793,5.2412477,154.14954,4,2012-07-11,0,7,2012,3,2,0,Late Night,Summer,Poor,1,1,4.42
2012-08-11,Beheira,30.75,30.75,31.397463,21.743973,2.1437104,4.0936923,137.40646,3,2012-08-11,0,8,2012,3,5,1,Late Night,Summer,Moderate,0,1,3.26
2012-09-11,Beheira,30.75,30.75,24.660608,15.413832,1.3679327,2.108777,130.07967,2,2012-09-11,0,9,2012,3,1,0,Late Night,Autumn,Fair,0,1,2.31
2012-10-11,Beheira,30.75,30.75,14.275542,10.030249,1.4115174,1.8083029,125.35054,2,2012-10-11,0,10,2012,4,3,0,Late Night,Autumn,Fair,0,0,1.5
2012-11-11,Beheira,30.75,30.75,20.923721,13.592967,1.361893,1.9851996,124.483406,2,2012-11-11,0,11,2012,4,6,1,Late Night,Autumn,Fair,0,0,2.04
2012-12-11,Beheira,30.75,30.75,22.208952,14.844204,1.7216622,2.0428388,125.6557,2,2012-12-11,0,12,2012,4,1,0,Late Night,Winter,Fair,0,0,2.23
2012-01-12,Beheira,30.75,30.75,49.99106,35.321476,15.102405,11.636075,380.20203,4,2012-01-12,0,1,2012,1,3,0,Late Night,Winter,Poor,1,1,5.3
2012-02-12,Beheira,30.75,30.75,51.69568,36.53122,11.3820095,11.438487,380.47,4,2012-02-12,0,2,2012,1,6,1,Late Night,Winter,Poor,1,1,5.48
2012-03-12,Beheira,30.75,30.75,48.43923,33.615604,7.1400127,7.2989225,295.64694,4,2012-03-12,0,3,2012,1,0,0,Late Night,Spring,Poor,1,1,5.04
2012-04-12,Beheira,30.75,30.75,53.285248,31.658602,1.75704,1.8006858,136.23068,4,2012-04-12,0,4,2012,2,3,0,Late Night,Spring,Poor,1,1,4.75
2012-05-12,Beheira,30.75,30.75,31.635523,19.332106,1.7737521,2.2207587,149.40292,2,2012-05-12,0,5,2012,2,5,1,Late Night,Spring,Fair,0,1,2.9
2012-06-12,Beheira,30.75,30.75,53.712143,32.155186,1.2584522,2.0229435,136.24216,4,2012-06-12,0,6,2012,2,1,0,Late Night,Summer,Poor,1,1,4.82
2012-07-12,Beheira,30.75,30.75,29.893272,19.57551,1.1302135,1.6862031,123.40447,2,2012-07-12,0,7,2012,3,3,0,Late Night,Summer,Fair,0,1,2.94
2012-08-12,Beheira,30.75,30.75,17.69672,11.933366,2.338122,3.103537,150.24931,2,2012-08-12,0,8,2012,3,6,1,Late Night,Summer,Fair,0,0,1.79
2012-09-12,Beheira,30.75,30.75,28.19752,19.660889,4.401566,6.36021,234.99731,2,2012-09-12,0,9,2012,3,2,0,Late Night,Autumn,Fair,0,1,2.95
2012-10-12,Beheira,30.75,30.75,79.50132,45.615253,1.0879078,1.483727,136.92636,4,2012-10-12,0,10,2012,4,4,0,Late Night,Autumn,Poor,1,1,6.84
2012-11-12,Beheira,30.75,30.75,63.399055,44.374928,1.9819126,2.3978827,158.18048,4,2012-11-12,0,11,2012,4,0,0,Late Night,Autumn,Poor,1,1,6.66
2012-12-12,Beheira,30.75,30.75,22.484415,15.518935,1.4881849,2.9963303,158.45692,2,2012-12-12,0,12,2012,4,2,0,Late Night,Winter,Fair,0,1,2.33
2013-01-01,Beheira,30.75,30.75,17.885725,11.095039,0.8561571,1.5627393,145.2383,2,2013-01-01,0,1,2013,1,1,0,Late Night,Winter,Fair,0,0,1.66
2013-02-01,Beheira,30.75,30.75,16.48874,11.7420025,2.0306132,2.3881056,150.38962,2,2013-02-01,0,2,2013,1,4,0,Late Night,Winter,Fair,0,0,1.76
2013-03-01,Beheira,30.75,30.75,35.037315,24.469416,3.2038472,4.347271,210.49962,3,2013-03-01,0,3,2013,1,4,0,Late Night,Spring,Moderate,0,1,3.67
2013-04-01,Beheira,30.75,30.75,22.232485,15.699356,5.2399216,3.4366393,200.86546,2,2013-04-01,0,4,2013,2,0,0,Late Night,Spring,Fair,0,1,2.35
2013-05-01,Beheira,30.75,30.75,11.42871,8.022539,1.8077302,2.0430663,147.07811,1,2013-05-01,0,5,2013,2,2,0,Late Night,Spring,Good,0,0,1.2
2013-06-01,Beheira,30.75,30.75,162.11061,97.22953,2.107224,2.4863312,154.24977,5,2013-06-01,0,6,2013,2,5,1,Late Night,Summer,Very Poor,1,1,14.58
2013-07-01,Beheira,30.75,30.75,29.04494,17.289494,1.5537609,2.1873348,148.58261,2,2013-07-01,0,7,2013,3,0,0,Late Night,Summer,Fair,0,1,2.59
2013-08-01,Beheira,30.75,30.75,176.61569,96.96515,2.418811,2.358661,151.65063,5,2013-08-01,0,8,2013,3,3,0,Late Night,Summer,Very Poor,1,1,14.54
2013-09-01,Beheira,30.75,30.75,22.161543,13.282488,1.2746953,2.2372432,150.054,2,2013-09-01,0,9,2013,3,6,1,Late Night,Autumn,Fair,0,0,1.99
2013-10-01,Beheira,30.75,30.75,27.786087,19.231209,2.1148338,3.3409152,180.9181,2,2013-10-01,0,10,2013,4,1,0,Late Night,Autumn,Fair,0,1,2.88
2013-11-01,Beheira,30.75,30.75,29.736383,19.873823,2.81825,2.9855301,177.99414,2,2013-11-01,0,11,2013,4,4,0,Late Night,Autumn,Fair,0,1,2.98
2013-12-01,Beheira,30.75,30.75,56.647423,35.76122,6.1017528,4.746653,236.37996,4,2013-12-01,0,12,2013,4,6,1,Late Night,Winter,Poor,1,1,5.36
2013-01-02,Beheira,30.75,30.75,28.61799,17.292564,1.6492649,2.5545433,144.76959,2,2013-01-02,0,1,2013,1,2,0,Late Night,Winter,Fair,0,1,2.59
2013-02-02,Beheira,30.75,30.75,24.198698,16.44969,2.0845861,2.7653186,166.61002,2,2013-02-02,0,2,2013,1,5,1,Late Night,Winter,Fair,0,1,2.47
2013-03-02,Beheira,30.75,30.75,64.02672,41.88814,8.652232,6.961386,276.95282,4,2013-03-02,0,3,2013,1,5,1,Late Night,Spring,Poor,1,1,6.28
2013-04-02,Beheira,30.75,30.75,65.84492,45.653336,9.622755,9.873589,319.77698,4,2013-04-02,0,4,2013,2,1,0,Late Night,Spring,Poor,1,1,6.85
2013-05-02,Beheira,30.75,30.75,65.39051,42.813328,14.017995,8.65964,264.86618,4,2013-05-02,0,5,2013,2,3,0,Late Night,Spring,Poor,1,1,6.42
2013-06-02,Beheira,30.75,30.75,262.6257,151.90546,2.0026817,1.7500951,146.2547,5,2013-06-02,0,6,2013,2,6,1,Late Night,Summer,Very Poor,1,1,22.79
2013-07-02,Beheira,30.75,30.75,51.47706,31.406216,1.7570117,3.3833203,187.2445,4,2013-07-02,0,7,2013,3,1,0,Late Night,Summer,Poor,1,1,4.71
2013-08-02,Beheira,30.75,30.75,63.500126,41.04834,1.6767132,2.895149,186.70944,4,2013-08-02,0,8,2013,3,4,0,Late Night,Summer,Poor,1,1,6.16
2013-09-02,Beheira,30.75,30.75,64.80013,34.472466,1.6252912,3.4293635,174.25566,4,2013-09-02,0,9,2013,3,0,0,Late Night,Autumn,Poor,1,1,5.17
2013-10-02,Beheira,30.75,30.75,49.251755,29.697105,2.5939102,4.545541,219.72702,4,2013-10-02,0,10,2013,4,2,0,Late Night,Autumn,Poor,1,1,4.45
2013-11-02,Beheira,30.75,30.75,62.28572,40.144527,1.027604,1.7045068,147.71117,4,2013-11-02,0,11,2013,4,5,1,Late Night,Autumn,Poor,1,1,6.02
2013-12-02,Beheira,30.75,30.75,19.388721,12.973373,1.8124908,3.285095,172.41176,2,2013-12-02,0,12,2013,4,0,0,Late Night,Winter,Fair,0,0,1.95
2013-01-03,Beheira,30.75,30.75,39.53039,27.302576,1.2769476,3.9686937,191.68277,4,2013-01-03,0,1,2013,1,3,0,Late Night,Winter,Poor,1,1,4.1
