datetime,Governorate,lat,lon,PM10,PM2_5,Nitrogen_Dioxide,Sulphur_Dioxide,Carbon_Monoxide,AQI_Level,date,hour,month,year,quarter,day_of_week,is_weekend,time_bucket,season,aqi_label,health_alert,pm25_exceeds_who,pollution_solar_penalty_pct
2003-01-01,Cairo,30.0,31.5,29.500996,19.710455,3.869136,4.93651,215.11195,2,2003-01-01,0,1,2003,1,2,0,Late Night,Winter,Fair,0,1,2.96
2003-02-01,Cairo,30.0,31.5,39.30967,25.08466,2.205925,3.9339056,192.73381,4,2003-02-01,0,2,2003,1,5,1,Late Night,Winter,Poor,1,1,3.76
2003-03-01,Cairo,30.0,31.5,39.49424,27.581564,3.2972288,4.371998,179.80437,4,2003-03-01,0,3,2003,1,5,1,Late Night,Spring,Poor,1,1,4.14
2003-04-01,Cairo,30.0,31.5,51.577103,34.059666,2.0462806,4.2160764,179.4855,4,2003-04-01,0,4,2003,2,1,0,Late Night,Spring,Poor,1,1,5.11
2003-05-01,Cairo,30.0,31.5,81.88584,58.512794,4.8884444,8.663619,236.10052,5,2003-05-01,0,5,2003,2,3,0,Late Night,Spring,Very Poor,1,1,8.78
2003-06-01,Cairo,30.0,31.5,42.174007,30.076649,4.0493097,7.4136324,213.13683,4,2003-06-01,0,6,2003,2,6,1,Late Night,Summer,Poor,1,1,4.51
2003-07-01,Cairo,30.0,31.5,17.436037,12.381605,6.9895635,8.483085,258.04025,2,2003-07-01,0,7,2003,3,1,0,Late Night,Summer,Fair,0,0,1.86
2003-08-01,Cairo,30.0,31.5,64.436165,45.409878,8.706918,10.747214,373.2236,4,2003-08-01,0,8,2003,3,4,0,Late Night,Summer,Poor,1,1,6.81
2003-09-01,Cairo,30.0,31.5,91.484085,65.0449,15.234498,16.531658,571.78485,5,2003-09-01,0,9,2003,3,0,0,Late Night,Autumn,Very Poor,1,1,9.76
2003-10-01,Cairo,30.0,31.5,78.90458,56.08075,9.77884,14.18789,398.26337,5,2003-10-01,0,10,2003,4,2,0,Late Night,Autumn,Very Poor,1,1,8.41
2003-11-01,Cairo,30.0,31.5,55.3365,39.23617,9.265757,11.246016,309.28455,4,2003-11-01,0,11,2003,4,5,1,Late Night,Autumn,Poor,1,1,5.89
2003-12-01,Cairo,30.0,31.5,39.377937,28.468094,10.101426,10.971007,284.427,4,2003-12-01,0,12,2003,4,0,0,Late Night,Winter,Poor,1,1,4.27
2003-01-02,Cairo,30.0,31.5,32.821674,21.22826,2.5751975,5.1981034,223.33646,3,2003-01-02,0,1,2003,1,3,0,Late Night,Winter,Moderate,0,1,3.18
2003-02-02,Cairo,30.0,31.5,236.15053,146.6708,2.3735712,4.4665284,186.71631,5,2003-02-02,0,2,2003,1,6,1,Late Night,Winter,Very Poor,1,1,22.0
2003-03-02,Cairo,30.0,31.5,116.89645,76.586845,1.9870498,3.6064875,194.61427,5,2003-03-02,0,3,2003,1,6,1,Late Night,Spring,Very Poor,1,1,11.49
2003-04-02,Cairo,30.0,31.5,49.98344,33.31661,1.753061,3.192099,186.07263,4,2003-04-02,0,4,2003,2,2,0,Late Night,Spring,Poor,1,1,5.0
2003-05-02,Cairo,30.0,31.5,60.65443,37.937412,2.317971,4.793833,206.74074,4,2003-05-02,0,5,2003,2,4,0,Late Night,Spring,Poor,1,1,5.69
2003-06-02,Cairo,30.0,31.5,46.312378,33.355946,3.0389454,5.595325,219.44472,4,2003-06-02,0,6,2003,2,0,0,Late Night,Summer,Poor,1,1,5.0
2003-07-02,Cairo,30.0,31.5,76.81876,53.452255,2.9911108,5.065658,205.62384,5,2003-07-02,0,7,2003,3,2,0,Late Night,Summer,Very Poor,1,1,8.02
2003-08-02,Cairo,30.0,31.5,38.29564,24.897928,1.7149191,3.692321,183.89046,3,2003-08-02,0,8,2003,3,5,1,Late Night,Summer,Moderate,0,1,3.73
2003-09-02,Cairo,30.0,31.5,28.239355,18.74946,2.6530373,4.2603006,204.78111,2,2003-09-02,0,9,2003,3,1,0,Late Night,Autumn,Fair,0,1,2.81
2003-10-02,Cairo,30.0,31.5,42.371765,28.53585,3.798169,5.032916,210.30812,4,2003-10-02,0,10,2003,4,3,0,Late Night,Autumn,Poor,1,1,4.28
2003-11-02,Cairo,30.0,31.5,46.676575,31.590958,2.5388787,4.887511,205.88174,4,2003-11-02,0,11,2003,4,6,1,Late Night,Autumn,Poor,1,1,4.74
2003-12-02,Cairo,30.0,31.5,133.51155,79.060104,2.20076,5.2565384,191.97296,5,2003-12-02,0,12,2003,4,1,0,Late Night,Winter,Very Poor,1,1,11.86
2003-01-03,Cairo,30.0,31.5,29.764692,20.595621,3.2796052,9.720907,219.86201,3,2003-01-03,0,1,2003,1,4,0,Late Night,Winter,Moderate,0,1,3.09
2003-02-03,Cairo,30.0,31.5,177.424,104.886,2.0342796,4.366484,177.33975,5,2003-02-03,0,2,2003,1,0,0,Late Night,Winter,Very Poor,1,1,15.73
2003-03-03,Cairo,30.0,31.5,60.7007,38.62539,2.230235,3.698915,187.34586,4,2003-03-03,0,3,2003,1,0,0,Late Night,Spring,Poor,1,1,5.79
2003-04-03,Cairo,30.0,31.5,54.21191,35.512527,2.0824924,4.521553,204.00932,4,2003-04-03,0,4,2003,2,3,0,Late Night,Spring,Poor,1,1,5.33
2003-05-03,Cairo,30.0,31.5,56.52578,36.58954,2.6495457,4.7020874,199.7881,4,2003-05-03,0,5,2003,2,5,1,Late Night,Spring,Poor,1,1,5.49
2003-06-03,Cairo,30.0,31.5,27.194006,17.53233,1.4662576,2.6378758,180.28346,2,2003-06-03,0,6,2003,2,1,0,Late Night,Summer,Fair,0,1,2.63
2003-07-03,Cairo,30.0,31.5,31.380978,21.363575,2.5104427,6.2257185,231.51852,3,2003-07-03,0,7,2003,3,3,0,Late Night,Summer,Moderate,0,1,3.2
2003-08-03,Cairo,30.0,31.5,49.571896,34.185177,2.3093023,7.6136074,245.84552,4,2003-08-03,0,8,2003,3,6,1,Late Night,Summer,Poor,1,1,5.13
2003-09-03,Cairo,30.0,31.5,49.529377,32.30059,2.4877338,5.423317,219.39429,4,2003-09-03,0,9,2003,3,2,0,Late Night,Autumn,Poor,1,1,4.85
2003-10-03,Cairo,30.0,31.5,56.063187,35.11343,2.7049184,5.4426436,216.07178,4,2003-10-03,0,10,2003,4,4,0,Late Night,Autumn,Poor,1,1,5.27
2003-11-03,Cairo,30.0,31.5,37.953213,26.529165,2.1756918,5.241759,207.21545,4,2003-11-03,0,11,2003,4,0,0,Late Night,Autumn,Poor,1,1,3.98
2003-12-03,Cairo,30.0,31.5,34.901974,24.223482,1.6927644,3.6288838,182.44562,3,2003-12-03,0,12,2003,4,2,0,Late Night,Winter,Moderate,0,1,3.63
2003-01-04,Cairo,30.0,31.5,37.579185,24.850351,1.734528,5.984475,189.80278,3,2003-01-04,0,1,2003,1,5,1,Late Night,Winter,Moderate,0,1,3.73
2003-02-04,Cairo,30.0,31.5,56.758835,37.121025,1.7488523,3.3444395,140.2731,4,2003-02-04,0,2,2003,1,1,0,Late Night,Winter,Poor,1,1,5.57
2003-03-04,Cairo,30.0,31.5,117.383255,77.716324,4.650656,11.966677,238.74686,5,2003-03-04,0,3,2003,1,1,0,Late Night,Spring,Very Poor,1,1,11.66
2003-04-04,Cairo,30.0,31.5,79.85773,43.42428,1.6422898,3.1164973,143.05829,4,2003-04-04,0,4,2003,2,4,0,Late Night,Spring,Poor,1,1,6.51
2003-05-04,Cairo,30.0,31.5,230.46368,146.61441,1.9589322,4.293156,159.31647,5,2003-05-04,0,5,2003,2,6,1,Late Night,Spring,Very Poor,1,1,21.99
2003-06-04,Cairo,30.0,31.5,185.74223,110.84183,2.7041051,8.523785,223.47641,5,2003-06-04,0,6,2003,2,2,0,Late Night,Summer,Very Poor,1,1,16.63
2003-07-04,Cairo,30.0,31.5,138.67339,86.926094,2.6896424,7.0068607,202.78989,5,2003-07-04,0,7,2003,3,4,0,Late Night,Summer,Very Poor,1,1,13.04
2003-08-04,Cairo,30.0,31.5,84.4027,53.36301,1.8831472,6.3187146,172.43759,5,2003-08-04,0,8,2003,3,0,0,Late Night,Summer,Very Poor,1,1,8.0
2003-09-04,Cairo,30.0,31.5,48.499714,34.452568,1.899376,6.5138865,199.65941,4,2003-09-04,0,9,2003,3,3,0,Late Night,Autumn,Poor,1,1,5.17
2003-10-04,Cairo,30.0,31.5,25.232567,17.256071,1.6842433,4.921162,182.01851,2,2003-10-04,0,10,2003,4,5,1,Late Night,Autumn,Fair,0,1,2.59
2003-11-04,Cairo,30.0,31.5,45.554317,30.716593,1.8840276,5.6536465,176.72937,4,2003-11-04,0,11,2003,4,1,0,Late Night,Autumn,Poor,1,1,4.61
2003-12-04,Cairo,30.0,31.5,25.435612,14.930265,2.3056927,7.178926,199.77432,2,2003-12-04,0,12,2003,4,3,0,Late Night,Winter,Fair,0,0,2.24
2003-01-05,Cairo,30.0,31.5,20.249899,14.105808,1.5399764,5.039283,174.72885,2,2003-01-05,0,1,2003,1,6,1,Late Night,Winter,Fair,0,0,2.12
2003-02-05,Cairo,30.0,31.5,10.814801,6.75368,1.6799746,5.701736,176.24663,1,2003-02-05,0,2,2003,1,2,0,Late Night,Winter,Good,0,0,1.01
2003-03-05,Cairo,30.0,31.5,24.960627,14.338866,2.1031609,8.5473175,198.68227,2,2003-03-05,0,3,2003,1,2,0,Late Night,Spring,Fair,0,0,2.15
2003-04-05,Cairo,30.0,31.5,33.035347,20.565948,1.8470557,6.848779,172.80035,3,2003-04-05,0,4,2003,2,5,1,Late Night,Spring,Moderate,0,1,3.08
2003-05-05,Cairo,30.0,31.5,58.583736,38.444115,2.0456698,7.706376,184.07768,4,2003-05-05,0,5,2003,2,0,0,Late Night,Spring,Poor,1,1,5.77
2003-06-05,Cairo,30.0,31.5,46.70028,31.240461,2.2995963,9.378027,209.19493,4,2003-06-05,0,6,2003,2,3,0,Late Night,Summer,Poor,1,1,4.69
2003-07-05,Cairo,30.0,31.5,72.3694,49.79256,2.2043126,8.556071,200.44638,4,2003-07-05,0,7,2003,3,5,1,Late Night,Summer,Poor,1,1,7.47
2003-08-05,Cairo,30.0,31.5,27.9083,19.272192,1.8674868,7.0724015,176.43532,2,2003-08-05,0,8,2003,3,1,0,Late Night,Summer,Fair,0,1,2.89
2003-09-05,Cairo,30.0,31.5,23.719168,13.870249,1.8207047,6.0561547,165.46344,2,2003-09-05,0,9,2003,3,4,0,Late Night,Autumn,Fair,0,0,2.08
2003-10-05,Cairo,30.0,31.5,67.47291,40.3827,2.3422716,9.572886,208.61685,4,2003-10-05,0,10,2003,4,6,1,Late Night,Autumn,Poor,1,1,6.06
2003-11-05,Cairo,30.0,31.5,69.15479,41.012074,2.2176566,9.803784,209.6713,4,2003-11-05,0,11,2003,4,2,0,Late Night,Autumn,Poor,1,1,6.15
2003-12-05,Cairo,30.0,31.5,65.31445,43.588898,2.4868243,13.028852,258.3441,4,2003-12-05,0,12,2003,4,4,0,Late Night,Winter,Poor,1,1,6.54
2003-01-06,Cairo,30.0,31.5,32.855495,22.741234,1.3506665,4.765468,152.35571,3,2003-01-06,0,1,2003,1,0,0,Late Night,Winter,Moderate,0,1,3.41
2003-02-06,Cairo,30.0,31.5,43.64256,29.667034,1.289503,4.496542,149.04974,4,2003-02-06,0,2,2003,1,3,0,Late Night,Winter,Poor,1,1,4.45
2003-03-06,Cairo,30.0,31.5,47.16071,33.362995,1.5214809,5.791719,157.97635,4,2003-03-06,0,3,2003,1,3,0,Late Night,Spring,Poor,1,1,5.0
2003-04-06,Cairo,30.0,31.5,36.877735,26.167072,1.5122155,4.523429,147.65993,4,2003-04-06,0,4,2003,2,6,1,Late Night,Spring,Poor,1,1,3.93
2003-05-06,Cairo,30.0,31.5,25.26167,17.865433,1.2766564,4.000583,141.68018,2,2003-05-06,0,5,2003,2,1,0,Late Night,Spring,Fair,0,1,2.68
2003-06-06,Cairo,30.0,31.5,24.79294,17.156992,1.3974628,4.6888433,138.66806,2,2003-06-06,0,6,2003,2,4,0,Late Night,Summer,Fair,0,1,2.57
2003-07-06,Cairo,30.0,31.5,30.649176,20.609207,1.7228913,5.7066813,150.23587,3,2003-07-06,0,7,2003,3,6,1,Late Night,Summer,Moderate,0,1,3.09
2003-08-06,Cairo,30.0,31.5,41.94271,27.665464,1.5999817,6.6277723,160.73137,4,2003-08-06,0,8,2003,3,2,0,Late Night,Summer,Poor,1,1,4.15
2003-09-06,Cairo,30.0,31.5,49.29075,32.68383,1.4680197,6.1223207,146.3542,4,2003-09-06,0,9,2003,3,5,1,Late Night,Autumn,Poor,1,1,4.9
2003-10-06,Cairo,30.0,31.5,43.974525,29.891907,1.6878048,6.871801,161.85603,4,2003-10-06,0,10,2003,4,0,0,Late Night,Autumn,Poor,1,1,4.48
2003-11-06,Cairo,30.0,31.5,48.43241,31.760464,1.6319846,6.8221197,170.83241,4,2003-11-06,0,11,2003,4,3,0,Late Night,Autumn,Poor,1,1,4.76
2003-12-06,Cairo,30.0,31.5,51.53652,34.04125,1.465161,5.8388424,149.32777,4,2003-12-06,0,12,2003,4,5,1,Late Night,Winter,Poor,1,1,5.11
2003-01-07,Cairo,30.0,31.5,52.26252,36.257915,1.3556828,4.455103,141.45482,4,2003-01-07,0,1,2003,1,1,0,Late Night,Winter,Poor,1,1,5.44
2003-02-07,Cairo,30.0,31.5,61.19376,43.67621,1.7029536,7.848712,163.28043,4,2003-02-07,0,2,2003,1,4,0,Late Night,Winter,Poor,1,1,6.55
2003-03-07,Cairo,30.0,31.5,59.01859,42.079308,1.7001114,8.068326,173.74777,4,2003-03-07,0,3,2003,1,4,0,Late Night,Spring,Poor,1,1,6.31
2003-04-07,Cairo,30.0,31.5,29.585407,21.08891,1.6398858,6.497373,157.62843,3,2003-04-07,0,4,2003,2,0,0,Late Night,Spring,Moderate,0,1,3.16
2003-05-07,Cairo,30.0,31.5,42.27377,30.31937,2.1447194,9.010194,168.58292,4,2003-05-07,0,5,2003,2,2,0,Late Night,Spring,Poor,1,1,4.55
2003-06-07,Cairo,30.0,31.5,49.157505,34.933235,2.32141,9.163841,186.47594,4,2003-06-07,0,6,2003,2,5,1,Late Night,Summer,Poor,1,1,5.24
2003-07-07,Cairo,30.0,31.5,27.236525,18.606783,1.5263269,5.1277313,145.1801,2,2003-07-07,0,7,2003,3,0,0,Late Night,Summer,Fair,0,1,2.79
2003-08-07,Cairo,30.0,31.5,35.886616,24.500196,1.4372035,4.6125593,149.83348,3,2003-08-07,0,8,2003,3,3,0,Late Night,Summer,Moderate,0,1,3.68
2003-09-07,Cairo,30.0,31.5,29.276634,20.115522,1.3986992,4.9969344,139.99086,3,2003-09-07,0,9,2003,3,6,1,Late Night,Autumn,Moderate,0,1,3.02
2003-10-07,Cairo,30.0,31.5,39.82905,27.739248,1.4036729,5.7041802,147.46846,4,2003-10-07,0,10,2003,4,1,0,Late Night,Autumn,Poor,1,1,4.16
2003-11-07,Cairo,30.0,31.5,38.063717,26.83123,1.5970827,6.7840347,153.85635,4,2003-11-07,0,11,2003,4,4,0,Late Night,Autumn,Poor,1,1,4.02
2003-12-07,Cairo,30.0,31.5,41.13235,28.993555,1.7249875,7.143626,158.24353,4,2003-12-07,0,12,2003,4,6,1,Late Night,Winter,Poor,1,1,4.35
2003-01-08,Cairo,30.0,31.5,63.284462,45.458138,2.109924,9.421797,190.84755,4,2003-01-08,0,1,2003,1,2,0,Late Night,Winter,Poor,1,1,6.82
2003-02-08,Cairo,30.0,31.5,16.22584,11.613792,1.5948658,5.4738507,146.2254,2,2003-02-08,0,2,2003,1,5,1,Late Night,Winter,Fair,0,0,1.74
2003-03-08,Cairo,30.0,31.5,35.57034,26.131374,1.7064494,4.7674007,135.77881,4,2003-03-08,0,3,2003,1,5,1,Late Night,Spring,Poor,1,1,3.92
2003-04-08,Cairo,30.0,31.5,35.826134,25.306236,1.5981628,5.319691,140.43895,4,2003-04-08,0,4,2003,2,1,0,Late Night,Spring,Poor,1,1,3.8
2003-05-08,Cairo,30.0,31.5,37.486645,26.575436,1.7285615,6.8898773,165.41415,4,2003-05-08,0,5,2003,2,3,0,Late Night,Spring,Poor,1,1,3.99
2003-06-08,Cairo,30.0,31.5,43.5316,30.991941,1.6176742,5.7929697,157.64546,4,2003-06-08,0,6,2003,2,6,1,Late Night,Summer,Poor,1,1,4.65
2003-07-08,Cairo,30.0,31.5,39.75151,28.501745,1.6283182,5.406264,152.51564,4,2003-07-08,0,7,2003,3,1,0,Late Night,Summer,Poor,1,1,4.28
2003-08-08,Cairo,30.0,31.5,36.307484,26.303724,1.6576844,6.8708916,166.7014,4,2003-08-08,0,8,2003,3,4,0,Late Night,Summer,Poor,1,1,3.95
2003-09-08,Cairo,30.0,31.5,42.908596,31.011042,1.7755505,6.932396,164.08289,4,2003-09-08,0,9,2003,3,0,0,Late Night,Autumn,Poor,1,1,4.65
2003-10-08,Cairo,30.0,31.5,19.70102,14.242687,1.7680109,6.5789437,155.76341,2,2003-10-08,0,10,2003,4,2,0,Late Night,Autumn,Fair,0,0,2.14
2003-11-08,Cairo,30.0,31.5,46.588867,32.80684,1.6294976,6.633456,174.32555,4,2003-11-08,0,11,2003,4,5,1,Late Night,Autumn,Poor,1,1,4.92
2003-12-08,Cairo,30.0,31.5,35.19881,24.953579,1.7274531,6.8101826,173.64212,3,2003-12-08,0,12,2003,4,0,0,Late Night,Winter,Moderate,0,1,3.74
2003-01-09,Cairo,30.0,31.5,45.429714,32.453953,2.474603,9.762061,210.73155,4,2003-01-09,0,1,2003,1,3,0,Late Night,Winter,Poor,1,1,4.87
2003-02-09,Cairo,30.0,31.5,53.104485,37.783367,2.181433,8.304767,195.22739,4,2003-02-09,0,2,2003,1,6,1,Late Night,Winter,Poor,1,1,5.67
2003-03-09,Cairo,30.0,31.5,65.53864,47.121147,2.4499614,9.9209385,205.1233,4,2003-03-09,0,3,2003,1,6,1,Late Night,Spring,Poor,1,1,7.07
2003-04-09,Cairo,30.0,31.5,35.323864,24.853762,1.8886042,6.2667594,166.91624,3,2003-04-09,0,4,2003,2,2,0,Late Night,Spring,Moderate,0,1,3.73
2003-05-09,Cairo,30.0,31.5,31.122,20.929747,1.2971085,3.4164615,139.12013,3,2003-05-09,0,5,2003,2,4,0,Late Night,Spring,Moderate,0,1,3.14
2003-06-09,Cairo,30.0,31.5,29.277998,19.579147,1.6429583,5.6575117,173.9206,2,2003-06-09,0,6,2003,2,0,0,Late Night,Summer,Fair,0,1,2.94
2003-07-09,Cairo,30.0,31.5,21.57367,14.99211,1.5680926,5.0019937,161.12303,2,2003-07-09,0,7,2003,3,2,0,Late Night,Summer,Fair,0,0,2.25
2003-08-09,Cairo,30.0,31.5,21.19259,14.763372,1.7569975,6.0816207,168.00021,2,2003-08-09,0,8,2003,3,5,1,Late Night,Summer,Fair,0,0,2.21
2003-09-09,Cairo,30.0,31.5,33.03285,22.732025,1.8749901,7.2614055,180.34311,3,2003-09-09,0,9,2003,3,1,0,Late Night,Autumn,Moderate,0,1,3.41
2003-10-09,Cairo,30.0,31.5,48.15206,30.511501,2.2140613,7.1997876,172.55432,4,2003-10-09,0,10,2003,4,3,0,Late Night,Autumn,Poor,1,1,4.58
2003-11-09,Cairo,30.0,31.5,110.01407,66.9786,2.87326,8.339952,199.1738,5,2003-11-09,0,11,2003,4,6,1,Late Night,Autumn,Very Poor,1,1,10.05
2003-12-09,Cairo,30.0,31.5,66.72508,46.02589,2.3579745,8.889515,185.5735,4,2003-12-09,0,12,2003,4,1,0,Late Night,Winter,Poor,1,1,6.9
2003-01-10,Cairo,30.0,31.5,51.878487,34.330925,2.166256,8.152256,214.2525,4,2003-01-10,0,1,2003,1,4,0,Late Night,Winter,Poor,1,1,5.15
2003-02-10,Cairo,30.0,31.5,37.69293,26.474936,1.7108548,4.48847,150.7474,4,2003-02-10,0,2,2003,1,0,0,Late Night,Winter,Poor,1,1,3.97
2003-03-10,Cairo,30.0,31.5,42.60835,29.891396,2.0116985,6.8709483,189.44846,4,2003-03-10,0,3,2003,1,0,0,Late Night,Spring,Poor,1,1,4.48
2003-04-10,Cairo,30.0,31.5,48.865788,34.863205,2.016554,7.508618,200.2117,4,2003-04-10,0,4,2003,2,3,0,Late Night,Spring,Poor,1,1,5.23
2003-05-10,Cairo,30.0,31.5,43.013187,29.482521,1.7098968,6.282789,163.4755,4,2003-05-10,0,5,2003,2,5,1,Late Night,Spring,Poor,1,1,4.42
2003-06-10,Cairo,30.0,31.5,38.023247,26.37205,2.0794275,7.639244,179.9552,4,2003-06-10,0,6,2003,2,1,0,Late Night,Summer,Poor,1,1,3.96
2003-07-10,Cairo,30.0,31.5,45.505432,31.092442,2.2408485,7.8146057,187.08965,4,2003-07-10,0,7,2003,3,3,0,Late Night,Summer,Poor,1,1,4.66
2003-08-10,Cairo,30.0,31.5,93.85451,66.69296,2.9535372,11.043823,225.47112,5,2003-08-10,0,8,2003,3,6,1,Late Night,Summer,Very Poor,1,1,10.0
2003-09-10,Cairo,30.0,31.5,70.715034,50.867355,2.7997758,7.5722823,170.88643,5,2003-09-10,0,9,2003,3,2,0,Late Night,Autumn,Very Poor,1,1,7.63
2003-10-10,Cairo,30.0,31.5,50.520386,36.81146,2.0942352,6.40398,159.01117,4,2003-10-10,0,10,2003,4,4,0,Late Night,Autumn,Poor,1,1,5.52
2003-11-10,Cairo,30.0,31.5,25.207272,17.215029,1.8420995,6.3179755,174.0704,2,2003-11-10,0,11,2003,4,0,0,Late Night,Autumn,Fair,0,1,2.58
2003-12-10,Cairo,30.0,31.5,33.13346,22.20068,1.8484323,6.209575,172.23125,3,2003-12-10,0,12,2003,4,2,0,Late Night,Winter,Moderate,0,1,3.33
2003-01-11,Cairo,30.0,31.5,38.759594,28.330988,3.2558835,7.0850773,166.85583,4,2003-01-11,0,1,2003,1,5,1,Late Night,Winter,Poor,1,1,4.25
2003-02-11,Cairo,30.0,31.5,46.51224,32.32151,7.252661,15.781324,305.0832,4,2003-02-11,0,2,2003,1,1,0,Late Night,Winter,Poor,1,1,4.85
2003-03-11,Cairo,30.0,31.5,40.332226,28.408522,2.712595,9.273208,189.95181,4,2003-03-11,0,3,2003,1,1,0,Late Night,Spring,Poor,1,1,4.26
2003-04-11,Cairo,30.0,31.5,62.489902,43.094986,5.7347302,21.228743,348.97443,4,2003-04-11,0,4,2003,2,4,0,Late Night,Spring,Poor,1,1,6.46
2003-05-11,Cairo,30.0,31.5,67.50725,47.439697,7.0522246,19.985806,396.58728,4,2003-05-11,0,5,2003,2,6,1,Late Night,Spring,Poor,1,1,7.12
2003-06-11,Cairo,30.0,31.5,45.397884,31.536388,2.8261795,10.640008,272.14053,4,2003-06-11,0,6,2003,2,2,0,Late Night,Summer,Poor,1,1,4.73
2003-07-11,Cairo,30.0,31.5,55.73952,37.75915,4.5851355,9.269342,245.85898,4,2003-07-11,0,7,2003,3,4,0,Late Night,Summer,Poor,1,1,5.66
2003-08-11,Cairo,30.0,31.5,34.538403,24.240479,2.2543025,6.1525044,170.12267,3,2003-08-11,0,8,2003,3,0,0,Late Night,Summer,Moderate,0,1,3.64
2003-09-11,Cairo,30.0,31.5,33.582184,23.059557,2.5085812,4.959361,167.22331,3,2003-09-11,0,9,2003,3,3,0,Late Night,Autumn,Moderate,0,1,3.46
2003-10-11,Cairo,30.0,31.5,40.534927,27.327814,2.1267579,3.990408,144.76198,4,2003-10-11,0,10,2003,4,5,1,Late Night,Autumn,Poor,1,1,4.1
2003-11-11,Cairo,30.0,31.5,30.405203,20.390188,2.0516536,4.637684,173.0239,3,2003-11-11,0,11,2003,4,1,0,Late Night,Autumn,Moderate,0,1,3.06
2003-12-11,Cairo,30.0,31.5,33.84139,23.394932,3.4894001,6.803589,201.3653,3,2003-12-11,0,12,2003,4,3,0,Late Night,Winter,Moderate,0,1,3.51
2003-01-12,Cairo,30.0,31.5,37.937298,26.876307,4.534416,8.295501,231.25078,4,2003-01-12,0,1,2003,1,6,1,Late Night,Winter,Poor,1,1,4.03
2003-02-12,Cairo,30.0,31.5,24.941982,17.440811,2.9315245,4.427534,177.88919,2,2003-02-12,0,2,2003,1,2,0,Late Night,Winter,Fair,0,1,2.62
2003-03-12,Cairo,30.0,31.5,25.056637,17.82547,4.183475,6.711616,212.21155,2,2003-03-12,0,3,2003,1,2,0,Late Night,Spring,Fair,0,1,2.67
2003-04-12,Cairo,30.0,31.5,29.290562,20.387915,2.6153677,4.241997,156.96062,3,2003-04-12,0,4,2003,2,5,1,Late Night,Spring,Moderate,0,1,3.06
2003-05-12,Cairo,30.0,31.5,22.869757,15.825037,3.2987938,5.1226153,170.95268,2,2003-05-12,0,5,2003,2,0,0,Late Night,Spring,Fair,0,1,2.37
2003-06-12,Cairo,30.0,31.5,31.564014,21.84015,2.4064074,4.729324,177.55559,3,2003-06-12,0,6,2003,2,3,0,Late Night,Summer,Moderate,0,1,3.28
2003-07-12,Cairo,30.0,31.5,44.453144,29.945284,3.8115876,6.5509768,199.9116,4,2003-07-12,0,7,2003,3,5,1,Late Night,Summer,Poor,1,1,4.49
2003-08-12,Cairo,30.0,31.5,42.6985,29.948069,3.4067712,6.6236224,204.559,4,2003-08-12,0,8,2003,3,1,0,Late Night,Summer,Poor,1,1,4.49
2003-09-12,Cairo,30.0,31.5,39.25129,27.63568,4.8660493,9.243876,249.20905,4,2003-09-12,0,9,2003,3,4,0,Late Night,Autumn,Poor,1,1,4.15
2003-10-12,Cairo,30.0,31.5,53.80116,37.424572,4.1663713,8.158053,262.0323,4,2003-10-12,0,10,2003,4,6,1,Late Night,Autumn,Poor,1,1,5.61
2003-11-12,Cairo,30.0,31.5,53.185886,37.56145,4.0881667,14.106945,263.14264,4,2003-11-12,0,11,2003,4,2,0,Late Night,Autumn,Poor,1,1,5.63
2003-12-12,Cairo,30.0,31.5,32.483627,22.593554,4.879333,11.949396,250.29393,3,2003-12-12,0,12,2003,4,4,0,Late Night,Winter,Moderate,0,1,3.39
2004-01-01,Cairo,30.0,31.5,57.029865,39.34275,4.175143,6.4846973,236.67125,4,2004-01-01,0,1,2004,1,3,0,Late Night,Winter,Poor,1,1,5.9
2004-02-01,Cairo,30.0,31.5,66.43262,44.00039,4.407592,6.8639565,229.97052,4,2004-02-01,0,2,2004,1,6,1,Late Night,Winter,Poor,1,1,6.6
2004-03-01,Cairo,30.0,31.5,68.79003,42.80969,2.995466,5.4344583,207.6568,4,2004-03-01,0,3,2004,1,0,0,Late Night,Spring,Poor,1,1,6.42
2004-04-01,Cairo,30.0,31.5,91.179115,64.12989,3.0494177,5.580546,183.75719,5,2004-04-01,0,4,2004,2,3,0,Late Night,Spring,Very Poor,1,1,9.62
2004-05-01,Cairo,30.0,31.5,64.93548,41.59847,3.4990904,6.2474327,213.64426,4,2004-05-01,0,5,2004,2,5,1,Late Night,Spring,Poor,1,1,6.24
2004-06-01,Cairo,30.0,31.5,33.820583,24.11673,2.844441,4.836011,215.633,3,2004-06-01,0,6,2004,2,1,0,Late Night,Summer,Moderate,0,1,3.62
2004-07-01,Cairo,30.0,31.5,47.071125,29.38566,2.2114677,3.6848178,180.90419,4,2004-07-01,0,7,2004,3,3,0,Late Night,Summer,Poor,1,1,4.41
2004-08-01,Cairo,30.0,31.5,25.75382,17.570414,3.8017473,4.4044557,198.83392,2,2004-08-01,0,8,2004,3,6,1,Late Night,Summer,Fair,0,1,2.64
2004-09-01,Cairo,30.0,31.5,35.85427,22.979975,2.8711426,3.8380675,200.84811,3,2004-09-01,0,9,2004,3,2,0,Late Night,Autumn,Moderate,0,1,3.45
2004-10-01,Cairo,30.0,31.5,28.356283,18.933634,3.6268191,4.3758063,202.40407,2,2004-10-01,0,10,2004,4,4,0,Late Night,Autumn,Fair,0,1,2.84
